category,title,local,date,link
Moda e Beleza,CURSO DE MAQUIAGEM MASTER BRIDAL  LETEÍCIA PEQUENO WORKSHOP,"Hotel Jangadeiro - Recife, PE","Segunda, 19 de Mai às 09:00",https://www.sympla.com.br/evento/curso-de-maquiagem-master-bridal-leteicia-pequeno-workshop/2706537
Moda e Beleza,CURSO DE PENTEADOS WORKSHOP NOIVAS ENCANTADAS COM PAULO PERSIL,"NOVO HOTEL MARINAS CAIS DE SANTA RITA   - Recife, PE","Segunda, 14 de Abr às 09:00",https://www.sympla.com.br/evento/curso-de-penteados-workshop-noivas-encantadas-com-paulo-persil/2594441
Moda e Beleza,CURSO DE PENTADOS NOIVAS ENCANTADAS *MÃO NA MASSA* PAULO PERSIL,"NOVO HOTEL MARINAS CAIS DE SANTA RITA   - Recife, PE",14 de Abr a 15 de Abr,https://www.sympla.com.br/evento/curso-de-pentados-noivas-encantadas-mao-na-massa-paulo-persil/2595148
Moda e Beleza,CURSO DE CORTES E MECHAS IRAN JARDIM WORKSHOP,"Hotel Jangadeiro - Recife, PE","Segunda, 24 de Mar às 09:00",https://www.sympla.com.br/evento/curso-de-cortes-e-mechas-iran-jardim-workshop/2706573
Moda e Beleza,CURSO DE MAQUIAGEM MASTER BRIDAL MASTER CLASS,"Hotel Jangadeiro - Recife, PE",19 de Mai a 20 de Mai,https://www.sympla.com.br/evento/curso-de-maquiagem-master-bridal-master-class/2706544
Moda e Beleza,COMTEX 2025 - Feira de Fornecedores e Componentes Têxtil,"Av. Engler, 507 - Goiânia, GO",27 de Mai a 30 de Mai,https://www.sympla.com.br/evento/comtex-2025-feira-de-fornecedores-e-componentes-textil/2787892
Moda e Beleza,Oficina de fantasia de carnaval sustentável,"Castelo de Santa Teresa - Rio de Janeiro, RJ",01 de Fev a 15 de Fev,https://www.sympla.com.br/evento/oficina-de-fantasia-de-carnaval-sustentavel/2792241
Moda e Beleza,CURSO BÁSICO TRANÇAS NAGÔ,"INSTITUTO ANNÁFRICA - Niterói, RJ",18 de Jan a 01 de Fev,https://www.sympla.com.br/evento/curso-basico-trancas-nago/2779844
Moda e Beleza,Royal Experience,"Una Barreiro - Belo Horizonte, MG","Segunda, 17 de Fev às 14:00",https://www.sympla.com.br/evento/royal-experience/2777709
Moda e Beleza,Florescer Cultivando a Auto Estima Feminina,"Espaço Novo Tempo - Limeira, SP","Domingo, 23 de Mar às 14:00",https://www.sympla.com.br/evento/florescer-cultivando-a-auto-estima-feminina/2755390
Moda e Beleza,CURSO BÁSICO TRANÇA TWIST BRAIDS,"INSTITUTO ANNÁFRICA - Niterói, RJ",15 de Mar a 29 de Mar,https://www.sympla.com.br/evento/curso-basico-tranca-twist-braids/2786432
Moda e Beleza,Royal Experience,"Una Barreiro - Belo Horizonte, MG","Segunda, 17 de Fev às 14:00",https://www.sympla.com.br/evento/royal-experience/2777709
Moda e Beleza,Mechas Práticas e Lucrativas,"NovAmérica Office Park - São Paulo, SP","Segunda, 27 de Jan às 09:00",https://www.sympla.com.br/evento/mechas-praticas-e-lucrativas/2798041
Moda e Beleza,CURSO DE TRANCISTA INTERMEDIÁRIO,"INSTITUTO ANNÁFRICA - Niterói, RJ",26 de Abr a 14 de Jun,https://www.sympla.com.br/evento/curso-de-trancista-intermediario/2749234
Moda e Beleza,Curso prático de barbearia para iniciantes,"Stillux Cabeleireiros Barbearia e salão de beleza em Osasco - Osasco, SP","Domingo, 09 de Fev às 09:00",https://www.sympla.com.br/evento/curso-pratico-de-barbearia-para-iniciantes/2800793
Moda e Beleza,CURSO DE EXTENSÃO DE CÍLIOS,"HOTEL CRYSTAL - Londrina, PR","Domingo, 02 de Fev às 09:00",https://www.sympla.com.br/evento/curso-de-extensao-de-cilios/2786857
Moda e Beleza,Curso Consultoria de Imagem Feminino PRESENCIAL,"Collective Consultorias - São Paulo, SP",20 de Mar a 22 de Mar,https://www.sympla.com.br/evento/curso-consultoria-de-imagem-feminino-presencial/2786335
Moda e Beleza,Curso Coloração Pessoal,"Local a definir - São Caetano do Sul, SP","Sexta, 31 de Jan às 09:30",https://www.sympla.com.br/evento/curso-coloracao-pessoal/2770314
Moda e Beleza,O jeito STL de fazer conteúdo - Técnicas e estratégias para ser uma marca do futuro,"STEAL THE LOOK - São Paulo, SP","Segunda, 14 de Abr às 09:30",https://www.sympla.com.br/evento/o-jeito-stl-de-fazer-conteudo-tecnicas-e-estrategias-para-ser-uma-marca-do-futuro/2792623
Moda e Beleza,CURSO BÁSICO DE BOX BRAIDS,"INSTITUTO ANNÁFRICA - Niterói, RJ",15 de Fev a 08 de Mar,https://www.sympla.com.br/evento/curso-basico-de-box-braids/2786423
Moda e Beleza,Estilize-se Presencial com Fran Galvão 2025,"ibis Guaratingueta Aparecida - Guaratinguetá, SP",20 de Jan a 17 de Fev,https://www.sympla.com.br/evento/estilize-se-presencial-com-fran-galvao-2025/2797287
Moda e Beleza,CONECTANDO FUTUROS: Transforme o Presente e o Futuro da Moda,"Instituto Focus Têxtil  - São Paulo, SP","Quarta, 12 de Fev às 13:00",https://www.sympla.com.br/evento/conectando-futuros-transforme-o-presente-e-o-futuro-da-moda/2800498
Moda e Beleza,Curso Manicure (90h) - Seg. e Qua. das 09h00 às 12h00,"Associação Crescer Sempre - São Paulo, SP",29 de Jan a 21 de Mai,https://www.sympla.com.br/evento/curso-manicure-90h-seg-e-qua-das-09h00-as-12h00/2802666
Moda e Beleza,Profissionais do Futuro: Beleza e Sustentabilidade,"Edifício New Work Office Service - São Paulo, SP","Segunda, 03 de Fev às 10:00",https://www.sympla.com.br/evento/profissionais-do-futuro-beleza-e-sustentabilidade/2802883
Moda e Beleza,"DOMINANDO O DESIGN: HENNA, TÉCNICA E PERFEIÇÃO","R. Rio de Janeiro, 354 - Belo Horizonte, MG","Segunda, 17 de Fev às 10:00",https://www.sympla.com.br/evento/dominando-o-design-henna-tecnica-e-perfeicao/2808940
Moda e Beleza,"DOMINANDO O DESIGN: HENNA, TÉCNICA E PERFEIÇÃO","R. Rio de Janeiro, 354 - Belo Horizonte, MG","Segunda, 17 de Fev às 10:00",https://www.sympla.com.br/evento/dominando-o-design-henna-tecnica-e-perfeicao/2808939
Moda e Beleza,Tendências de Moda: A importância da pesquisa antecipada,"Moda Center - Santa Cruz do Capibaribe: Centro Atacadista de Moda e Vestuário - Santa Cruz do Capibaribe, PE","Terça, 28 de Jan às 19:00",https://www.sympla.com.br/evento/tendencias-de-moda-a-importancia-da-pesquisa-antecipada/2809310
Moda e Beleza,TENDÊNCIAS DE MAQUIAGEM PARA O CARNAVAL,"Av. Cristiano Machado, 4000 - Belo Horizonte, MG","Sábado, 15 de Fev às 10:00",https://www.sympla.com.br/evento/tendencias-de-maquiagem-para-o-carnaval/2802992
Moda e Beleza,APRENDA A DOMINAR O ALINHAMENTO DA HENNA EM TRÊS PASSOS,"R. Rio de Janeiro, 354 - Belo Horizonte, MG","Segunda, 10 de Fev às 10:00",https://www.sympla.com.br/evento/aprenda-a-dominar-o-alinhamento-da-henna-em-tres-passos/2798614
Moda e Beleza,AUTOMAQUIAGEM PARA O CARNAVAL,"R. Rio de Janeiro, 354 - Belo Horizonte, MG","Sábado, 22 de Fev às 10:00",https://www.sympla.com.br/evento/automaquiagem-para-o-carnaval/2803004
Moda e Beleza,CUIDADOS PRÉE PÓS DEPILAÇÃO PARA INICIANTES,"R. Rio de Janeiro, 354 - Belo Horizonte, MG","Terça, 04 de Fev às 13:00",https://www.sympla.com.br/evento/cuidados-pree-pos-depilacao-para-iniciantes/2795396
Moda e Beleza,AUTOMAQUIAGEM COM FOCO EM OLHOS,"R. Rio de Janeiro, 354 - Belo Horizonte, MG","Quarta, 05 de Fev às 13:00",https://www.sympla.com.br/evento/automaquiagem-com-foco-em-olhos/2795445
Moda e Beleza,"DOMINANDO O DESIGN: HENNA, TÉCNICA E PERFEIÇÃO","R. Rio de Janeiro, 354 - Belo Horizonte, MG","Segunda, 17 de Fev às 10:00",https://www.sympla.com.br/evento/dominando-o-design-henna-tecnica-e-perfeicao/2808938
Moda e Beleza,"DOMINANDO O DESIGN: HENNA, TÉCNICA E PERFEIÇÃO","R. Rio de Janeiro, 354 - Belo Horizonte, MG","Segunda, 17 de Fev às 10:00",https://www.sympla.com.br/evento/dominando-o-design-henna-tecnica-e-perfeicao/2808937
Moda e Beleza,AUTOMAQUIAGEM,"Lojas REDE - LJ04 - Belo Horizonte, MG","Quarta, 29 de Jan às 13:00",https://www.sympla.com.br/evento/automaquiagem/2778428
Moda e Beleza,CURSO PRESENCIAL - POSE PARA FOTO,"Estudio Casca - Belo Horizonte, MG","Sábado, 08 de Fev às 09:00",https://www.sympla.com.br/evento/curso-presencial-pose-para-foto/2787654
Moda e Beleza,TONS DE MARROM: MECHAS SOFISTICADAS PARA 2025,"R. Rio de Janeiro, 354 - Belo Horizonte, MG","Terça, 11 de Fev às 10:00",https://www.sympla.com.br/evento/tons-de-marrom-mechas-sofisticadas-para-2025/2798605
Moda e Beleza,AUTOMAQUIAGEM PARA O DIA A DIA,"Lojas REDE Governador Valadares - Governador Valadares, MG","Sábado, 22 de Fev às 10:00",https://www.sympla.com.br/evento/automaquiagem-para-o-dia-a-dia/2795462
Moda e Beleza,Workshop Costurando Moda - Inverno 25,"Moda Center Santa Cruz - Santa Cruz do Capibaribe, PE","Terça, 18 de Fev às 18:30",https://www.sympla.com.br/evento/workshop-costurando-moda-inverno-25/2809447
Moda e Beleza,CURSO DE CÍLIOS - Lash Lifting e Brow Lamination,"Águas Claras Shopping - Brasília, DF","Domingo, 23 de Fev às 09:00",https://www.sympla.com.br/evento/curso-de-cilios-lash-lifting-e-brow-lamination/2788716
Moda e Beleza,Oficina Marabrilhosa de Makes Carnavalescas,"Casa Rosa do Bonfim - Belo Horizonte, MG","Quarta, 12 de Fev às 19:00",https://www.sympla.com.br/evento/oficina-marabrilhosa-de-makes-carnavalescas/2810576
